name,uid,description,author,pages,price,"isbn	"
General Knowledge Book - 4,ARW000249,"ARROW PUBLICATIONS PVT. LTD. have kept this in mind when we designed this series ‘GENERAL KNOWLEDGE - 1 to 8’, where wholesome food for thought has been provided to children.
Each book is unique in itself as it caters to that particular age group. A variety of topics and exercises have been introduced to keep in league with the demand of the present age.",A Team of Experienced Teachers,56,189.90,
General Knowledge Book - 5,ARW000250,"ARROW PUBLICATIONS PVT. LTD. have kept this in mind when we designed this series ‘GENERAL KNOWLEDGE - 1 to 8’, where wholesome food for thought has been provided to children.
Each book is unique in itself as it caters to that particular age group. A variety of topics and exercises have been introduced to keep in league with the demand of the present age.",A Team of Experienced Teachers,56,189.90,
General Knowledge Book - 6,ARW000251,"ARROW PUBLICATIONS PVT. LTD. have kept this in mind when we designed this series ‘GENERAL KNOWLEDGE - 1 to 8’, where wholesome food for thought has been provided to children.
Each book is unique in itself as it caters to that particular age group. A variety of topics and exercises have been introduced to keep in league with the demand of the present age.",A Team of Experienced Teachers,56,189.90,
General Knowledge Book - 7,ARW000252,"ARROW PUBLICATIONS PVT. LTD. have kept this in mind when we designed this series ‘GENERAL KNOWLEDGE - 1 to 8’, where wholesome food for thought has been provided to children.
Each book is unique in itself as it caters to that particular age group. A variety of topics and exercises have been introduced to keep in league with the demand of the present age.",A Team of Experienced Teachers,56,189.90,
General Knowledge Book - 8,ARW000253,"ARROW PUBLICATIONS PVT. LTD. have kept this in mind when we designed this series ‘GENERAL KNOWLEDGE - 1 to 8’, where wholesome food for thought has been provided to children.
Each book is unique in itself as it caters to that particular age group. A variety of topics and exercises have been introduced to keep in league with the demand of the present age.",A Team of Experienced Teachers,56,189.90,
Think Beyond - Life Skill - 1,ARW000254,"Think Beyond series I-X aims to promote holistic growth through life skills and build citizens for a new society. Students are encouraged to question, explore and discover. They are guided to equip themselves with life skills to help them build self-confidence and manage their emotions and relationships in the present and in future.","Kala Ramanathan, Hyma Moorty",48,269.90,978-93-87327-71-9
Think Beyond - Life Skill - 2,ARW000255,"Think Beyond series I-X aims to promote holistic growth through life skills and build citizens for a new society. Students are encouraged to question, explore and discover. They are guided to equip themselves with life skills to help them build self-confidence and manage their emotions and relationships in the present and in future.","Kala Ramanathan, Hyma Moorty",48,269.90,978-93-87327-72-6
Think Beyond - Life Skill - 3,ARW000256,"Think Beyond series I-X aims to promote holistic growth through life skills and build citizens for a new society. Students are encouraged to question, explore and discover. They are guided to equip themselves with life skills to help them build self-confidence and manage their emotions and relationships in the present and in future.","Kala Ramanathan, Hyma Moorty",56,269.90,978-93-87327-73-3
Think Beyond - Life Skill - 4,ARW000257,"Think Beyond series I-X aims to promote holistic growth through life skills and build citizens for a new society. Students are encouraged to question, explore and discover. They are guided to equip themselves with life skills to help them build self-confidence and manage their emotions and relationships in the present and in future.","Kala Ramanathan, Hyma Moorty",64,269.90,978-93-87327-74-0
Think Beyond - Life Skill - 5,ARW000258,"Think Beyond series I-X aims to promote holistic growth through life skills and build citizens for a new society. Students are encouraged to question, explore and discover. They are guided to equip themselves with life skills to help them build self-confidence and manage their emotions and relationships in the present and in future.","Kala Ramanathan, Hyma Moorty",64,269.90,978-93-87327-75-7
Think Beyond - Life Skill - 6,ARW000259,"Think Beyond series I-X aims to promote holistic growth through life skills and build citizens for a new society. Students are encouraged to question, explore and discover. They are guided to equip themselves with life skills to help them build self-confidence and manage their emotions and relationships in the present and in future.","Kala Ramanathan, Hyma Moorty",80,269.90,978-93-87327-71-9
Think Beyond - Life Skill - 7,ARW000260,"Think Beyond series I-X aims to promote holistic growth through life skills and build citizens for a new society. Students are encouraged to question, explore and discover. They are guided to equip themselves with life skills to help them build self-confidence and manage their emotions and relationships in the present and in future.","Kala Ramanathan, Hyma Moorty",88,269.90,978-93-87327-72-6
Think Beyond - Life Skill - 8,ARW000261,"Think Beyond series I-X aims to promote holistic growth through life skills and build citizens for a new society. Students are encouraged to question, explore and discover. They are guided to equip themselves with life skills to help them build self-confidence and manage their emotions and relationships in the present and in future.","Kala Ramanathan, Hyma Moorty",88,269.90,978-93-87327-73-3
Think Beyond - Life Skill - 9,ARW000262,"Think Beyond series I-X aims to promote holistic growth through life skills and build citizens for a new society. Students are encouraged to question, explore and discover. They are guided to equip themselves with life skills to help them build self-confidence and manage their emotions and relationships in the present and in future.","Kala Ramanathan, Hyma Moorty",88,269.90,978-93-87327-74-0
Think Beyond - Life Skill - 10,ARW000263,"Think Beyond series I-X aims to promote holistic growth through life skills and build citizens for a new society. Students are encouraged to question, explore and discover. They are guided to equip themselves with life skills to help them build self-confidence and manage their emotions and relationships in the present and in future.","Kala Ramanathan, Hyma Moorty",88,269.90,978-93-87327-75-7
I Can-Value Education-1,ARW000264,"I can! series on value education for classes one to eight. Value education meets the social and emotional learning needs of a growing child. While academics shape our sense of who we are, values shape our sense of what we actually become.",Kala Ramanthan,56,264.90,978-93-86368-88-1
I Can-Value Education-2,ARW000265,"I can! series on value education for classes one to eight. Value education meets the social and emotional learning needs of a growing child. While academics shape our sense of who we are, values shape our sense of what we actually become.",Kala Ramanthan,56,264.90,978-93-86368-89-8
I Can-Value Education-3,ARW000266,"I can! series on value education for classes one to eight. Value education meets the social and emotional learning needs of a growing child. While academics shape our sense of who we are, values shape our sense of what we actually become.",Kala Ramanthan,64,264.90,978-93-86368-90-4
I Can-Value Education-4,ARW000267,"I can! series on value education for classes one to eight. Value education meets the social and emotional learning needs of a growing child. While academics shape our sense of who we are, values shape our sense of what we actually become.",Kala Ramanthan,56,264.90,978-93-86368-91-1
I Can-Value Education-5,ARW000268,"I can! series on value education for classes one to eight. Value education meets the social and emotional learning needs of a growing child. While academics shape our sense of who we are, values shape our sense of what we actually become.",Kala Ramanthan,60,264.90,978-93-86368-92-8
I Can-Value Education-6,ARW000269,"I can! series on value education for classes one to eight. Value education meets the social and emotional learning needs of a growing child. While academics shape our sense of who we are, values shape our sense of what we actually become.",Kala Ramanthan,56,264.90,978-93-86368-93-5
I Can-Value Education-7,ARW000270,"I can! series on value education for classes one to eight. Value education meets the social and emotional learning needs of a growing child. While academics shape our sense of who we are, values shape our sense of what we actually become.",Kala Ramanthan,60,264.90,978-93-86368-94-2
I Can-Value Education-8,ARW000271,"I can! series on value education for classes one to eight. Value education meets the social and emotional learning needs of a growing child. While academics shape our sense of who we are, values shape our sense of what we actually become.",Kala Ramanthan,56,264.90,978-93-86368-95-9
The Right Path- Value Edu - 1,ARW000272,"The books in this series – The Right Path – Value Education – try to take care of this lacuna. The lessons deal with the moral values to be inculcated in the young minds. The values imbibed in early life, it has been shown, tend to remain deeply ingrained in us life long. Hence the stress on value education at the primary level.","Mrs. Shalini Sirsi, Mrs. Manjiri Ganu",32,129.90,
The Right Path- Value Edu - 2,ARW000273,"The books in this series – The Right Path – Value Education – try to take care of this lacuna. The lessons deal with the moral values to be inculcated in the young minds. The values imbibed in early life, it has been shown, tend to remain deeply ingrained in us life long. Hence the stress on value education at the primary level.","Mrs. Shalini Sirsi, Mrs. Manjiri Ganu",36,129.90,
The Right Path- Value Edu - 3,ARW000274,"The books in this series – The Right Path – Value Education – try to take care of this lacuna. The lessons deal with the moral values to be inculcated in the young minds. The values imbibed in early life, it has been shown, tend to remain deeply ingrained in us life long. Hence the stress on value education at the primary level.","Mrs. Shalini Sirsi, Mrs. Manjiri Ganu",40,129.90,
The Right Path- Value Edu - 4,ARW000275,"The books in this series – The Right Path – Value Education – try to take care of this lacuna. The lessons deal with the moral values to be inculcated in the young minds. The values imbibed in early life, it has been shown, tend to remain deeply ingrained in us life long. Hence the stress on value education at the primary level.","Mrs. Shalini Sirsi, Mrs. Manjiri Ganu",48,129.90,
The Right Path- Value Edu - 5,ARW000276,"The books in this series – The Right Path – Value Education – try to take care of this lacuna. The lessons deal with the moral values to be inculcated in the young minds. The values imbibed in early life, it has been shown, tend to remain deeply ingrained in us life long. Hence the stress on value education at the primary level.","Mrs. Shalini Sirsi, Mrs. Manjiri Ganu",48,129.90,
The Right Path- Value Edu - 6,ARW000277,"The books in this series – The Right Path – Value Education – try to take care of this lacuna. The lessons deal with the moral values to be inculcated in the young minds. The values imbibed in early life, it has been shown, tend to remain deeply ingrained in us life long. Hence the stress on value education at the primary level.","Mrs. Shalini Sirsi, Mrs. Manjiri Ganu",40,129.90,
The Right Path- Value Edu - 7,ARW000278,"The books in this series – The Right Path – Value Education – try to take care of this lacuna. The lessons deal with the moral values to be inculcated in the young minds. The values imbibed in early life, it has been shown, tend to remain deeply ingrained in us life long. Hence the stress on value education at the primary level.","Mrs. Shalini Sirsi, Mrs. Manjiri Ganu",40,129.90,
The Right Path- Value Edu - 8,ARW000279,"The books in this series – The Right Path – Value Education – try to take care of this lacuna. The lessons deal with the moral values to be inculcated in the young minds. The values imbibed in early life, it has been shown, tend to remain deeply ingrained in us life long. Hence the stress on value education at the primary level.","Mrs. Shalini Sirsi, Mrs. Manjiri Ganu",40,129.90,
Tech Brain - Computer  - 1,ARW000280,"TechBrain series on Computer Science is unique in many ways. It focuses on ensuring that the student not only learns the latest in the world of technology but also gets amply challenged to test and consolidate the learning in an easy to read, simple to understand way.","NC Madhavi, Debi Chatterjee",96,304.90,978-93-86368-96-6
Tech Brain - Computer  - 2,ARW000281,"TechBrain series on Computer Science is unique in many ways. It focuses on ensuring that the student not only learns the latest in the world of technology but also gets amply challenged to test and consolidate the learning in an easy to read, simple to understand way.","NC Madhavi, Debi Chatterjee",104,319.90,978-93-86368-97-3
Tech Brain - Computer  - 3,ARW000282,"TechBrain series on Computer Science is unique in many ways. It focuses on ensuring that the student not only learns the latest in the world of technology but also gets amply challenged to test and consolidate the learning in an easy to read, simple to understand way.","NC Madhavi, Debi Chatterjee",128,334.90,978-93-86368-98-0
Tech Brain - Computer  - 4,ARW000283,"TechBrain series on Computer Science is unique in many ways. It focuses on ensuring that the student not only learns the latest in the world of technology but also gets amply challenged to test and consolidate the learning in an easy to read, simple to understand way.","NC Madhavi, Debi Chatterjee",144,349.90,978-93-86368-99-7
Tech Brain - Computer  - 5,ARW000284,"TechBrain series on Computer Science is unique in many ways. It focuses on ensuring that the student not only learns the latest in the world of technology but also gets amply challenged to test and consolidate the learning in an easy to read, simple to understand way.","NC Madhavi, Debi Chatterjee",144,364.90,978-93-87327-00-9
Tech Brain - Computer  - 6,ARW000285,"TechBrain series on Computer Science is unique in many ways. It focuses on ensuring that the student not only learns the latest in the world of technology but also gets amply challenged to test and consolidate the learning in an easy to read, simple to understand way.","NC Madhavi, Debi Chatterjee",160,374.90,978-93-87327-01-6
Tech Brain - Computer  - 7,ARW000286,"TechBrain series on Computer Science is unique in many ways. It focuses on ensuring that the student not only learns the latest in the world of technology but also gets amply challenged to test and consolidate the learning in an easy to read, simple to understand way.","NC Madhavi, Debi Chatterjee",144,374.90,978-93-87327-02-3
Tech Brain - Computer  - 8,ARW000287,"TechBrain series on Computer Science is unique in many ways. It focuses on ensuring that the student not only learns the latest in the world of technology but also gets amply challenged to test and consolidate the learning in an easy to read, simple to understand way.","NC Madhavi, Debi Chatterjee",144,374.90,978-93-87327-03-0
MOUSE - The Computer Book - 1,ARW000288,"Arrow Publications Pvt Ltd brings to you a series of eight books on computers where sincere efforts have been made to provide learners with a good understanding of the basics, which are required to build a strong foundation in the field of computers.","V. Mahesh, Anushuman Sen",48,209.90,
MOUSE - The Computer Book - 2,ARW000289,"Arrow Publications Pvt Ltd brings to you a series of eight books on computers where sincere efforts have been made to provide learners with a good understanding of the basics, which are required to build a strong foundation in the field of computers.","V. Mahesh, Anushuman Sen",48,209.90,
MOUSE - The Computer Book - 3,ARW000290,"Arrow Publications Pvt Ltd brings to you a series of eight books on computers where sincere efforts have been made to provide learners with a good understanding of the basics, which are required to build a strong foundation in the field of computers.","V. Mahesh, Anushuman Sen",48,209.90,
MOUSE - The Computer Book - 4,ARW000291,"Arrow Publications Pvt Ltd brings to you a series of eight books on computers where sincere efforts have been made to provide learners with a good understanding of the basics, which are required to build a strong foundation in the field of computers.","V. Mahesh, Anushuman Sen",56,209.90,
MOUSE - The Computer Book - 5,ARW000292,"Arrow Publications Pvt Ltd brings to you a series of eight books on computers where sincere efforts have been made to provide learners with a good understanding of the basics, which are required to build a strong foundation in the field of computers.","V. Mahesh, Anushuman Sen",64,209.90,
MOUSE - The Computer Book - 6,ARW000293,"Arrow Publications Pvt Ltd brings to you a series of eight books on computers where sincere efforts have been made to provide learners with a good understanding of the basics, which are required to build a strong foundation in the field of computers.","V. Mahesh, Anushuman Sen",64,229.90,
MOUSE - The Computer Book - 7,ARW000294,"Arrow Publications Pvt Ltd brings to you a series of eight books on computers where sincere efforts have been made to provide learners with a good understanding of the basics, which are required to build a strong foundation in the field of computers.","V. Mahesh, Anushuman Sen",64,229.90,
MOUSE - The Computer Book - 8,ARW000295,"Arrow Publications Pvt Ltd brings to you a series of eight books on computers where sincere efforts have been made to provide learners with a good understanding of the basics, which are required to build a strong foundation in the field of computers.","V. Mahesh, Anushuman Sen",88,229.90,
Tamil Alazu - 1,ARW000296,Tamil textbooks series for classes LKG and UKG,A Team of Experienced Teachers,40,164.90,
Tamil Alazu - 2,ARW000297,Tamil textbooks series for classes LKG and UKG,A Team of Experienced Teachers,48,164.90,
Tamil Copy Writing - A,ARW000298,"Tamil copy writing series for classes LKG, UKG, 1 to 8",A Team of Experienced Teachers,40,119.90,
Tamil Copy Writing - B,ARW000299,"Tamil copy writing series for classes LKG, UKG, 1 to 8",A Team of Experienced Teachers,40,119.90,
Tamil Copy Writing - 1,ARW000300,"Tamil copy writing series for classes LKG, UKG, 1 to 8",A Team of Experienced Teachers,40,119.90,
Tamil Copy Writing - 2,ARW000301,"Tamil copy writing series for classes LKG, UKG, 1 to 8",A Team of Experienced Teachers,40,119.90,
Tamil Copy Writing - 3,ARW000302,"Tamil copy writing series for classes LKG, UKG, 1 to 8",A Team of Experienced Teachers,40,119.90,
Tamil Copy Writing - 4,ARW000303,"Tamil copy writing series for classes LKG, UKG, 1 to 8",A Team of Experienced Teachers,40,119.90,
Tamil Copy Writing - 5,ARW000304,"Tamil copy writing series for classes LKG, UKG, 1 to 8",A Team of Experienced Teachers,40,119.90,
Tamil Copy Writing - 6,ARW000305,"Tamil copy writing series for classes LKG, UKG, 1 to 8",A Team of Experienced Teachers,40,119.90,
Tamil Copy Writing - 7,ARW000306,"Tamil copy writing series for classes LKG, UKG, 1 to 8",A Team of Experienced Teachers,40,119.90,
Tamil Copy Writing - 8,ARW000307,"Tamil copy writing series for classes LKG, UKG, 1 to 8",A Team of Experienced Teachers,40,119.90,
Puffin - Class - 1 - Semester - 1*,ARW000308,"PUFFIN integrated semester series by Arrow Publications Pvt Ltd. for classes I to V, has been designed to achieve specifi c learning objectives as stated by NEP-2020 - NCF-FS 2022 (Foundation stage for classes 1-2) and NCF–SE 2023 (Preparatory stage for classes 3-5). Th e Puffi n series employs a variety of tools and techniques to ensure holistic development in learners.","Padmini Sameeran, Alka Ratti Bakshi,
Madhavi Maramraj",272,619.90,978-93-87359-88-8
Puffin - Class - 1 - Semester - 2*,ARW000309,"PUFFIN integrated semester series by Arrow Publications Pvt Ltd. for classes I to V, has been designed to achieve specifi c learning objectives as stated by NEP-2020 - NCF-FS 2022 (Foundation stage for classes 1-2) and NCF–SE 2023 (Preparatory stage for classes 3-5). Th e Puffi n series employs a variety of tools and techniques to ensure holistic development in learners.","Padmini Sameeran, Alka Ratti Bakshi,
Madhavi Maramraj",208,619.90,978-93-87359-22-2
Puffin - Class - 2 - Semester - 1*,ARW000310,"PUFFIN integrated semester series by Arrow Publications Pvt Ltd. for classes I to V, has been designed to achieve specifi c learning objectives as stated by NEP-2020 - NCF-FS 2022 (Foundation stage for classes 1-2) and NCF–SE 2023 (Preparatory stage for classes 3-5). Th e Puffi n series employs a variety of tools and techniques to ensure holistic development in learners.","Padmini Sameeran, Alka Ratti Bakshi,
Madhavi Maramraj",280,639.90,978-93-87359-95-6
Puffin - Class - 2 - Semester - 2,ARW000311,"PUFFIN integrated semester series by Arrow Publications Pvt Ltd. for classes I to V, has been designed to achieve specifi c learning objectives as stated by NEP-2020 - NCF-FS 2022 (Foundation stage for classes 1-2) and NCF–SE 2023 (Preparatory stage for classes 3-5). Th e Puffi n series employs a variety of tools and techniques to ensure holistic development in learners.","Padmini Sameeran, Alka Ratti Bakshi,
Madhavi Maramraj",224,639.90,978-93-87359-90-1
Puffin - Class - 3 - Semester - 1*,ARW000312,"PUFFIN integrated semester series by Arrow Publications Pvt Ltd. for classes I to V, has been designed to achieve specifi c learning objectives as stated by NEP-2020 - NCF-FS 2022 (Foundation stage for classes 1-2) and NCF–SE 2023 (Preparatory stage for classes 3-5). Th e Puffi n series employs a variety of tools and techniques to ensure holistic development in learners.","Padmini Sameeran, Alka Ratti Bakshi,  Nishitha Katamreddy, Dr. B. Viswanatham,  Rani
Thippavazzula",320,649.90,978-93-87359-94-9
Puffin - Class - 3 - Semester - 2*,ARW000313,"PUFFIN integrated semester series by Arrow Publications Pvt Ltd. for classes I to V, has been designed to achieve specifi c learning objectives as stated by NEP-2020 - NCF-FS 2022 (Foundation stage for classes 1-2) and NCF–SE 2023 (Preparatory stage for classes 3-5). Th e Puffi n series employs a variety of tools and techniques to ensure holistic development in learners.","Padmini Sameeran, Alka Ratti Bakshi,  Nishitha Katamreddy, Dr. B. Viswanatham,  Rani
Thippavazzula",320,649.90,978-93-87359-39-0
Puffin - Class - 4 - Semester - 1*,ARW000314,"PUFFIN integrated semester series by Arrow Publications Pvt Ltd. for classes I to V, has been designed to achieve specifi c learning objectives as stated by NEP-2020 - NCF-FS 2022 (Foundation stage for classes 1-2) and NCF–SE 2023 (Preparatory stage for classes 3-5). Th e Puffi n series employs a variety of tools and techniques to ensure holistic development in learners.","Padmini Sameeran, Alka Ratti Bakshi,  Nishitha Katamreddy, Dr. B. Viswanatham,  Rani
Thippavazzula",352,659.90,978-93-87359-42-0
Puffin - Class - 4 - Semester - 2*,ARW000315,"PUFFIN integrated semester series by Arrow Publications Pvt Ltd. for classes I to V, has been designed to achieve specifi c learning objectives as stated by NEP-2020 - NCF-FS 2022 (Foundation stage for classes 1-2) and NCF–SE 2023 (Preparatory stage for classes 3-5). Th e Puffi n series employs a variety of tools and techniques to ensure holistic development in learners.","Padmini Sameeran, Alka Ratti Bakshi,  Nishitha Katamreddy, Dr. B. Viswanatham,  Rani
Thippavazzula",312,659.90,978-93-87359-61-1
Puffin - Class - 5 - Semester - 1*,ARW000316,"PUFFIN integrated semester series by Arrow Publications Pvt Ltd. for classes I to V, has been designed to achieve specifi c learning objectives as stated by NEP-2020 - NCF-FS 2022 (Foundation stage for classes 1-2) and NCF–SE 2023 (Preparatory stage for classes 3-5). Th e Puffi n series employs a variety of tools and techniques to ensure holistic development in learners.","Padmini Sameeran, Alka Ratti Bakshi,  Nishitha Katamreddy, Dr. B. Viswanatham,  Rani
Thippavazzula",348,669.90,978-93-87359-33-8
Puffin - Class - 5 - Semester - 2*,ARW000317,"PUFFIN integrated semester series by Arrow Publications Pvt Ltd. for classes I to V, has been designed to achieve specifi c learning objectives as stated by NEP-2020 - NCF-FS 2022 (Foundation stage for classes 1-2) and NCF–SE 2023 (Preparatory stage for classes 3-5). Th e Puffi n series employs a variety of tools and techniques to ensure holistic development in learners.","Padmini Sameeran, Alka Ratti Bakshi,  Nishitha Katamreddy, Dr. B. Viswanatham,  Rani
Thippavazzula",344,669.90,978-93-87359-29-1
Beetle - LKG - Semester - 1,ARW000318,"BEETLE Semester books are a systematically graded series which caters to the needs of young learners at the pre-primary level. This child-friendly series has been designed according to the latest norms prescribed by the Central Board of Secondary Education.
The series aims at making the process of learning both meaningful and enjoyable by involving the learners actively in all the classroom activities. The series includes English, Mathematics and Environmental Studies.","Pramila Enoch, Priya Lalwani",216,499.90,978-93-85785-47-4
Beetle - LKG - Semester - 2,ARW000319,"BEETLE Semester books are a systematically graded series which caters to the needs of young learners at the pre-primary level. This child-friendly series has been designed according to the latest norms prescribed by the Central Board of Secondary Education.
The series aims at making the process of learning both meaningful and enjoyable by involving the learners actively in all the classroom activities. The series includes English, Mathematics and Environmental Studies.","Pramila Enoch, Priya Lalwani",152,499.90,978-93-85785-48-1
Beetle - UKG - Semester - 1,ARW000320,"BEETLE Semester books are a systematically graded series which caters to the needs of young learners at the pre-primary level. This child-friendly series has been designed according to the latest norms prescribed by the Central Board of Secondary Education.
The series aims at making the process of learning both meaningful and enjoyable by involving the learners actively in all the classroom activities. The series includes English, Mathematics and Environmental Studies.","Pramila Enoch, Priya Lalwani",200,499.90,978-93-85785-49-8
Beetle - UKG - Semester - 2,ARW000321,"BEETLE Semester books are a systematically graded series which caters to the needs of young learners at the pre-primary level. This child-friendly series has been designed according to the latest norms prescribed by the Central Board of Secondary Education.
The series aims at making the process of learning both meaningful and enjoyable by involving the learners actively in all the classroom activities. The series includes English, Mathematics and Environmental Studies.","Pramila Enoch, Priya Lalwani",168,499.90,978-93-85785-50-4
Beetle - Class -1-Semester - 1,ARW000322,"BEETLE Semester books are a systematically graded series which caters to the needs of young learners at the pre-primary level. This child-friendly series has been designed according to the latest norms prescribed by the Central Board of Secondary Education.
The series aims at making the process of learning both meaningful and enjoyable by involving the learners actively in all the classroom activities. The series includes English, Mathematics, Environmental Studies and GK.","Padmini Sameeran, Prof. P. Madhavan
Alka Ratti Bakshi, 
Smitha Kandula, Priya Lalwani
Kala Ramanathan",224,539.90,978-93-85785-51-1
Beetle - Class -1-Semester - 2,ARW000323,"BEETLE Semester books are a systematically graded series which caters to the needs of young learners at the pre-primary level. This child-friendly series has been designed according to the latest norms prescribed by the Central Board of Secondary Education.
The series aims at making the process of learning both meaningful and enjoyable by involving the learners actively in all the classroom activities. The series includes English, Mathematics, Environmental Studies and GK.","Padmini Sameeran, Prof. P. Madhavan
Alka Ratti Bakshi, 
Smitha Kandula, Priya Lalwani
Kala Ramanathan",264,539.90,978-93-85785-52-8
Beetle - Class -2-Semester - 1,ARW000324,"BEETLE Semester books are a systematically graded series which caters to the needs of young learners at the pre-primary level. This child-friendly series has been designed according to the latest norms prescribed by the Central Board of Secondary Education.
The series aims at making the process of learning both meaningful and enjoyable by involving the learners actively in all the classroom activities. The series includes English, Mathematics, Environmental Studies and GK.","Padmini Sameeran, Prof. P. Madhavan
Alka Ratti Bakshi, 
Smitha Kandula, Priya Lalwani
Kala Ramanathan",240,569.90,978-93-85785-53-5
Beetle - Class -2-Semester - 2,ARW000325,"BEETLE Semester books are a systematically graded series which caters to the needs of young learners at the pre-primary level. This child-friendly series has been designed according to the latest norms prescribed by the Central Board of Secondary Education.
The series aims at making the process of learning both meaningful and enjoyable by involving the learners actively in all the classroom activities. The series includes English, Mathematics, Environmental Studies and GK.","Padmini Sameeran, Prof. P. Madhavan
Alka Ratti Bakshi, 
Smitha Kandula, Priya Lalwani
Kala Ramanathan",272,569.90,978-93-85785-54-2
Beetle - Class -3-Semester - 1,ARW000326,"BEETLE Semester books are a systematically graded series which caters to the needs of young learners at the pre-primary level. This child-friendly series has been designed according to the latest norms prescribed by the Central Board of Secondary Education.
The series aims at making the process of learning both meaningful and enjoyable by involving the learners actively in all the classroom activities. The series includes English, Mathematics and Science, Social and GK.","Padmini Sameeran, Prof. P. Madhavan
Alka Ratti Bakshi
Nalini Pradeep, Prabhjot Kaur, Dr. B. Viswanatham
Prema Balasubramanian
Kala Ramanathan",336,599.90,978-93-85785-55-9
Beetle - Class -3-Semester - 2,ARW000327,"BEETLE Semester books are a systematically graded series which caters to the needs of young learners at the pre-primary level. This child-friendly series has been designed according to the latest norms prescribed by the Central Board of Secondary Education.
The series aims at making the process of learning both meaningful and enjoyable by involving the learners actively in all the classroom activities. The series includes English, Mathematics and Science, Social and GK.","Padmini Sameeran, Prof. P. Madhavan
Alka Ratti Bakshi
Nalini Pradeep, Prabhjot Kaur, Dr. B. Viswanatham
Prema Balasubramanian
Kala Ramanathan",336,599.90,978-93-85785-56-6
Beetle - Class -4-Semester - 1,ARW000328,"BEETLE Semester books are a systematically graded series which caters to the needs of young learners at the pre-primary level. This child-friendly series has been designed according to the latest norms prescribed by the Central Board of Secondary Education.
The series aims at making the process of learning both meaningful and enjoyable by involving the learners actively in all the classroom activities. The series includes English, Mathematics and Science, Social and GK.","Padmini Sameeran, Prof. P. Madhavan
Alka Ratti Bakshi
Nalini Pradeep, Prabhjot Kaur, Dr. B. Viswanatham
Prema Balasubramanian
Kala Ramanathan",342,629.90,978-93-85785-57-3
Beetle - Class -4-Semester - 2,ARW000329,"BEETLE Semester books are a systematically graded series which caters to the needs of young learners at the pre-primary level. This child-friendly series has been designed according to the latest norms prescribed by the Central Board of Secondary Education.
The series aims at making the process of learning both meaningful and enjoyable by involving the learners actively in all the classroom activities. The series includes English, Mathematics and Science, Social and GK.","Padmini Sameeran, Prof. P. Madhavan
Alka Ratti Bakshi
Nalini Pradeep, Prabhjot Kaur, Dr. B. Viswanatham
Prema Balasubramanian
Kala Ramanathan",328,629.90,978-93-85785-58-0
Beetle - Class -5-Semester - 1,ARW000330,"BEETLE Semester books are a systematically graded series which caters to the needs of young learners at the pre-primary level. This child-friendly series has been designed according to the latest norms prescribed by the Central Board of Secondary Education.
The series aims at making the process of learning both meaningful and enjoyable by involving the learners actively in all the classroom activities. The series includes English, Mathematics and Science, Social and GK.","Padmini Sameeran, Prof. P. Madhavan
Alka Ratti Bakshi
Nalini Pradeep, Prabhjot Kaur, Dr. B. Viswanatham
Prema Balasubramanian
Kala Ramanathan",368,639.90,978-93-85785-59-7
Beetle - Class -5-Semester - 2,ARW000331,"BEETLE Semester books are a systematically graded series which caters to the needs of young learners at the pre-primary level. This child-friendly series has been designed according to the latest norms prescribed by the Central Board of Secondary Education.
The series aims at making the process of learning both meaningful and enjoyable by involving the learners actively in all the classroom activities. The series includes English, Mathematics and Science, Social and GK.","Padmini Sameeran, Prof. P. Madhavan
Alka Ratti Bakshi
Nalini Pradeep, Prabhjot Kaur, Dr. B. Viswanatham
Prema Balasubramanian
Kala Ramanathan",336,639.90,978-93-85785-60-3
Olive - Class - 1 - Semester - 1,ARW000332,"Olive series is a set of integrated semester books for classes 1 to 5, prepared in accordance with the guidelines given in the National Curriculum Framework for School Education. Th e series includes the core subjects English, Mathematics and Environmental Studies (class 1 and 2), Science and Social Studies (class 3 to 5).","Neha Wahi
Jyothi Swaroop
Alka Ratti Bakshi
Padmini Sameeran",248,599.90,978-93-87327-92-4
Olive - Class - 1 - Semester - 2,ARW000333,"Olive series is a set of integrated semester books for classes 1 to 5, prepared in accordance with the guidelines given in the National Curriculum Framework for School Education. Th e series includes the core subjects English, Mathematics and Environmental Studies (class 1 and 2), Science and Social Studies (class 3 to 5).","Neha Wahi
Jyothi Swaroop
Alka Ratti Bakshi
Padmini Sameeran",176,599.90,978-93-87327-93-1
Olive - Class - 2 - Semester - 1,ARW000334,"Olive series is a set of integrated semester books for classes 1 to 5, prepared in accordance with the guidelines given in the National Curriculum Framework for School Education. Th e series includes the core subjects English, Mathematics and Environmental Studies (class 1 and 2), Science and Social Studies (class 3 to 5).","Neha Wahi
Jyothi Swaroop
Alka Ratti Bakshi
Padmini Sameeran",248,624.90,978-93-87327-94-8
Olive - Class - 2 - Semester - 2,ARW000335,"Olive series is a set of integrated semester books for classes 1 to 5, prepared in accordance with the guidelines given in the National Curriculum Framework for School Education. Th e series includes the core subjects English, Mathematics and Environmental Studies (class 1 and 2), Science and Social Studies (class 3 to 5).","Neha Wahi
Jyothi Swaroop
Alka Ratti Bakshi
Padmini Sameeran",216,624.90,978-93-87327-95-5
